claim_id,claimant_id,claim_type,claimed_area,gis_area,overlap_pct,overlapping_claims_count,name_similarity_score,survey_number_matched,missing_doc_count,historical_claim_count,is_anomaly
FRA_10314,CLM_420,CFR,2.44,0.97,81.66,3,0.43,NO,2,3,1
FRA_10315,CLM_611,IFR,2.26,2.22,8.12,0,0.92,YES,0,0,0
FRA_10316,CLM_499,IFR,1.18,1.2,9.87,0,0.95,YES,0,0,0
FRA_10317,CLM_570,IFR,3.51,3.65,1.56,0,0.94,YES,0,0,0
FRA_10318,CLM_242,IFR,2.87,2.86,3.34,0,0.98,YES,0,0,0
FRA_10319,CLM_191,CFR,3.43,6.18,77.87,4,0.32,NO,3,2,1
FRA_10320,CLM_453,IFR,3.51,3.44,1.82,0,0.9,YES,0,0,0
FRA_10321,CLM_150,IFR,3.12,3.11,1.33,1,0.98,YES,0,0,0
FRA_10322,CLM_674,IFR,2.04,1.96,7.76,0,0.97,YES,0,0,0
FRA_10323,CLM_289,CFR,2.64,1.05,85.06,2,0.61,NO,2,5,1
FRA_10324,CLM_224,IFR,1.06,1.03,8.24,0,0.98,YES,0,0,0
FRA_10325,CLM_249,IFR,2.86,2.8,2.65,0,1.0,YES,0,0,0
FRA_10326,CLM_413,IFR,1.13,1.08,5.85,0,0.93,YES,0,0,0
FRA_10327,CLM_669,CFR,2.93,7.32,89.64,2,0.35,YES,1,5,1
FRA_10328,CLM_441,IFR,1.3,1.28,6.22,0,0.92,YES,0,1,0
FRA_10329,CLM_404,IFR,0.91,0.88,3.87,0,1.0,YES,0,0,0
FRA_10330,CLM_153,IFR,1.08,1.08,5.72,1,0.98,YES,0,0,0
FRA_10331,CLM_543,IFR,0.51,0.5,4.64,0,0.94,YES,0,0,0
FRA_10332,CLM_363,IFR,3.02,3.17,0.75,0,0.91,YES,0,0,0
FRA_10333,CLM_152,IFR,3.06,2.92,0.92,0,0.98,YES,0,0,0
FRA_10334,CLM_671,CFR,2.3,2.31,2.55,0,0.96,YES,0,0,0
FRA_10335,CLM_104,IFR,1.06,1.03,0.97,0,0.94,YES,0,0,0
FRA_10336,CLM_202,IFR,0.79,0.82,4.64,0,0.99,YES,0,0,0
FRA_10337,CLM_295,CFR,0.57,0.56,9.31,0,0.99,YES,0,1,0
FRA_10338,CLM_449,IFR,1.08,1.1,8.17,0,0.95,YES,0,0,0
FRA_10339,CLM_146,IFR,3.62,3.46,3.43,0,0.87,YES,0,0,0
FRA_10340,CLM_368,IFR,1.35,1.3,7.16,1,1.0,YES,0,0,0
FRA_10341,CLM_469,IFR,1.74,1.8,7.37,0,0.94,YES,0,0,0
FRA_10342,CLM_205,CFR,0.87,0.91,3.52,0,0.95,YES,0,0,0
FRA_10343,CLM_219,IFR,1.28,1.25,6.31,0,0.96,YES,0,0,0
FRA_10344,CLM_157,CFR,2.32,2.34,6.32,0,0.94,YES,0,0,0
FRA_10345,CLM_445,IFR,2.63,2.69,7.27,0,0.88,YES,0,0,0
FRA_10346,CLM_573,IFR,1.36,3.4,70.27,2,0.31,NO,2,5,1
FRA_10347,CLM_216,IFR,0.7,0.72,3.27,0,0.94,YES,0,0,0
FRA_10348,CLM_226,IFR,1.87,1.78,7.35,0,0.94,YES,0,0,0
FRA_10349,CLM_492,IFR,1.32,1.34,2.06,0,0.87,YES,0,0,0
FRA_10350,CLM_157,CFR,1.27,0.51,80.55,4,0.69,NO,1,3,1
FRA_10351,CLM_612,IFR,3.86,3.79,6.02,0,0.97,YES,0,0,0
FRA_10352,CLM_195,CFR,2.66,2.7,8.09,0,0.92,YES,0,1,0
FRA_10353,CLM_217,IFR,2.45,2.4,0.19,0,0.85,YES,0,1,0
FRA_10354,CLM_659,CFR,1.96,1.9,7.89,0,0.88,YES,0,0,0
FRA_10355,CLM_587,CFR,2.0,1.91,4.84,0,0.99,YES,0,1,0
FRA_10356,CLM_336,CFR,2.39,2.33,2.08,0,0.89,YES,0,1,0
FRA_10357,CLM_371,CFR,2.94,7.34,76.01,4,0.63,NO,3,2,1
FRA_10358,CLM_288,CFR,2.96,2.93,9.84,0,0.89,YES,0,0,0
FRA_10359,CLM_546,IFR,1.1,1.11,2.52,1,0.89,YES,0,1,0
FRA_10360,CLM_680,IFR,2.25,2.16,6.57,1,0.88,YES,0,1,0
FRA_10361,CLM_346,IFR,1.94,1.93,9.46,0,0.9,YES,0,0,0
FRA_10362,CLM_175,CFR,3.55,3.48,0.93,0,0.87,YES,0,0,0
FRA_10363,CLM_253,IFR,2.71,2.79,1.41,0,0.95,YES,0,0,0
FRA_10364,CLM_534,CFR,2.36,2.27,1.67,1,0.97,YES,0,0,0
FRA_10365,CLM_185,IFR,0.9,0.36,56.95,3,0.57,NO,3,5,1
FRA_10366,CLM_384,IFR,2.62,2.56,0.39,0,0.98,YES,0,0,0
FRA_10367,CLM_319,IFR,0.91,0.94,9.92,0,0.95,YES,0,0,0
FRA_10368,CLM_168,IFR,1.68,1.76,9.86,0,0.89,YES,0,0,0
FRA_10369,CLM_146,IFR,1.0,0.96,7.81,1,0.91,YES,0,0,0
FRA_10370,CLM_193,IFR,2.92,2.9,4.38,0,0.96,YES,0,1,0
FRA_10371,CLM_552,IFR,1.22,1.28,1.75,0,0.96,YES,0,0,0
FRA_10372,CLM_303,IFR,1.87,1.79,2.68,1,0.94,YES,0,0,0
FRA_10373,CLM_317,IFR,3.63,3.55,7.19,0,0.91,YES,0,0,0
FRA_10374,CLM_573,IFR,1.22,1.17,8.23,0,0.95,YES,0,0,0
FRA_10375,CLM_531,CFR,2.28,2.3,1.07,0,0.99,YES,0,0,0
FRA_10376,CLM_440,IFR,1.97,3.54,35.42,2,0.38,NO,2,2,1
FRA_10377,CLM_650,IFR,0.56,0.59,9.16,0,0.97,YES,0,0,0
FRA_10378,CLM_388,IFR,3.27,3.43,9.64,0,0.89,YES,0,0,0
FRA_10379,CLM_353,IFR,0.74,0.72,8.16,0,0.86,YES,0,0,0
FRA_10380,CLM_456,IFR,2.16,2.26,6.3,0,0.87,YES,0,1,0
FRA_10381,CLM_122,IFR,2.46,2.54,2.81,0,0.86,YES,0,0,0
FRA_10382,CLM_621,IFR,2.7,2.72,9.29,0,0.98,YES,0,0,0
FRA_10383,CLM_199,IFR,2.91,2.97,7.32,0,0.9,YES,0,0,0
FRA_10384,CLM_279,IFR,1.39,1.33,3.62,0,1.0,YES,0,0,0
FRA_10385,CLM_322,CFR,0.53,0.55,4.32,0,0.94,YES,0,1,0
FRA_10386,CLM_541,CFR,3.03,3.01,6.04,0,0.91,YES,0,0,0
FRA_10387,CLM_424,IFR,2.37,2.28,0.17,0,0.89,YES,0,0,0
FRA_10388,CLM_615,IFR,3.43,8.57,45.37,3,0.5,NO,1,5,1
FRA_10389,CLM_115,IFR,3.37,3.49,8.64,0,0.96,YES,0,0,0
FRA_10390,CLM_435,IFR,3.45,3.28,0.2,0,0.92,YES,0,0,0
FRA_10391,CLM_357,CFR,2.2,2.09,4.23,0,0.92,YES,0,0,0
FRA_10392,CLM_596,IFR,1.67,1.62,8.13,0,0.88,YES,0,0,0
FRA_10393,CLM_259,IFR,3.27,3.31,8.3,0,0.89,YES,0,1,0
FRA_10394,CLM_574,IFR,2.08,2.11,4.48,0,0.88,YES,0,0,0
FRA_10395,CLM_479,IFR,1.14,1.13,9.96,0,0.92,YES,0,0,0
FRA_10396,CLM_644,IFR,3.49,3.64,8.01,0,0.96,YES,0,0,0
FRA_10397,CLM_526,IFR,3.59,3.59,1.92,0,0.89,YES,0,1,0
FRA_10398,CLM_367,IFR,2.13,2.1,9.52,0,0.94,YES,0,0,0
FRA_10399,CLM_676,IFR,0.76,0.74,3.76,0,0.94,YES,0,0,0
FRA_10400,CLM_516,IFR,1.86,0.74,53.14,2,0.37,NO,1,3,1
FRA_10401,CLM_267,IFR,3.31,3.38,4.19,0,0.86,YES,0,1,0
FRA_10402,CLM_142,IFR,3.66,3.72,2.85,0,0.87,YES,0,1,0
FRA_10403,CLM_655,IFR,1.21,1.17,6.48,0,0.96,YES,0,0,0
FRA_10404,CLM_384,IFR,0.73,0.75,6.14,0,0.86,YES,0,0,0
FRA_10405,CLM_496,IFR,3.57,3.48,9.88,0,0.96,YES,0,0,0
FRA_10406,CLM_111,IFR,1.86,1.81,2.39,0,0.91,YES,0,0,0
FRA_10407,CLM_401,IFR,2.4,2.28,8.79,1,0.9,YES,0,0,0
FRA_10408,CLM_352,CFR,3.89,3.7,6.8,0,0.87,YES,0,0,0
FRA_10409,CLM_598,IFR,0.73,0.75,6.16,0,0.94,YES,0,0,0
FRA_10410,CLM_134,IFR,2.77,2.73,7.7,0,0.91,YES,0,1,0
FRA_10411,CLM_189,IFR,0.76,0.75,7.72,0,0.98,YES,0,1,0
FRA_10412,CLM_517,IFR,1.81,1.74,9.36,0,0.97,YES,0,0,0
FRA_10413,CLM_214,IFR,3.31,3.41,8.5,0,0.99,YES,0,0,0
FRA_10414,CLM_295,IFR,2.02,1.95,5.38,0,0.95,YES,0,0,0
FRA_10415,CLM_600,CFR,3.99,4.17,0.45,0,0.85,YES,0,0,0
FRA_10416,CLM_592,IFR,2.46,2.56,6.66,0,0.85,YES,0,0,0
FRA_10417,CLM_174,IFR,1.62,1.62,4.99,0,0.95,YES,0,0,0
FRA_10418,CLM_512,IFR,1.27,2.29,64.12,2,0.63,NO,1,2,1
FRA_10419,CLM_475,CFR,1.73,1.68,6.08,0,0.95,YES,0,0,0
FRA_10420,CLM_519,IFR,1.8,1.82,2.66,0,0.87,YES,0,0,0
FRA_10421,CLM_376,CFR,0.74,0.77,2.07,0,0.98,YES,0,0,0
FRA_10422,CLM_493,IFR,1.79,1.82,8.15,0,0.89,YES,0,0,0
FRA_10423,CLM_556,CFR,2.12,2.22,9.18,0,0.86,YES,0,0,0
FRA_10424,CLM_291,IFR,3.03,2.91,0.16,0,0.99,YES,0,1,0
FRA_10425,CLM_198,CFR,2.8,2.85,0.97,0,0.9,YES,0,0,0
FRA_10426,CLM_647,IFR,2.98,3.07,3.85,0,0.86,YES,0,0,0
FRA_10427,CLM_195,CFR,0.53,0.53,1.17,0,0.98,YES,0,0,0
FRA_10428,CLM_289,IFR,1.26,0.5,83.88,2,0.49,NO,2,3,1
FRA_10429,CLM_136,IFR,2.82,2.82,5.84,0,0.9,YES,0,0,0
FRA_10430,CLM_468,IFR,2.19,2.16,0.55,0,0.94,YES,0,1,0
FRA_10431,CLM_624,IFR,0.52,0.53,9.18,1,0.94,YES,0,0,0
FRA_10432,CLM_378,IFR,3.32,3.33,9.78,0,0.87,YES,0,0,0
FRA_10433,CLM_316,IFR,3.2,3.1,4.47,0,0.95,YES,0,1,0
FRA_10434,CLM_372,IFR,2.42,4.36,56.39,2,0.57,NO,1,2,1
FRA_10435,CLM_161,IFR,0.73,0.73,2.76,0,0.86,YES,0,0,0
FRA_10436,CLM_695,CFR,3.18,3.1,4.89,0,0.96,YES,0,1,0
FRA_10437,CLM_441,IFR,2.54,2.65,5.83,0,0.97,YES,0,0,0
FRA_10438,CLM_496,CFR,3.24,3.13,8.21,0,0.88,YES,0,0,0
FRA_10439,CLM_118,IFR,3.13,1.25,66.15,3,0.38,YES,2,5,1
FRA_10440,CLM_276,IFR,3.31,3.27,9.23,0,0.89,YES,0,0,0
FRA_10441,CLM_495,CFR,2.31,2.35,9.89,0,0.95,YES,0,0,0
FRA_10442,CLM_544,IFR,0.99,0.95,0.04,1,0.97,YES,0,0,0
FRA_10443,CLM_332,IFR,2.85,2.85,3.0,0,0.89,YES,0,0,0
FRA_10444,CLM_175,IFR,2.67,2.74,5.4,0,0.85,YES,0,0,0
FRA_10445,CLM_364,IFR,3.1,3.07,9.33,0,0.97,YES,0,0,0
FRA_10446,CLM_554,IFR,1.09,1.08,1.08,0,0.97,YES,0,0,0
FRA_10447,CLM_483,CFR,1.18,1.18,4.87,0,0.99,YES,0,0,0
FRA_10448,CLM_663,CFR,3.62,3.63,0.5,0,0.88,YES,0,0,0
FRA_10449,CLM_605,IFR,3.12,3.2,7.23,0,0.98,YES,0,0,0
FRA_10450,CLM_466,IFR,3.68,3.61,2.49,0,0.89,YES,0,0,0
FRA_10451,CLM_243,IFR,3.16,3.13,9.87,0,0.87,YES,0,0,0
FRA_10452,CLM_168,IFR,2.59,2.62,0.55,0,0.93,YES,0,0,0
FRA_10453,CLM_198,IFR,2.79,2.81,1.71,0,0.9,YES,0,0,0
FRA_10454,CLM_495,IFR,3.61,3.51,1.16,1,0.85,YES,0,0,0
FRA_10455,CLM_124,IFR,2.53,2.6,2.97,0,0.87,YES,0,0,0
FRA_10456,CLM_568,CFR,2.71,2.75,7.83,1,0.95,YES,0,0,0
FRA_10457,CLM_583,IFR,1.05,1.02,8.42,0,0.86,YES,0,0,0
FRA_10458,CLM_664,IFR,2.16,5.4,88.64,4,0.56,NO,1,3,1
FRA_10459,CLM_250,IFR,3.01,2.93,3.37,0,0.86,YES,0,0,0
FRA_10460,CLM_243,IFR,1.45,1.39,4.01,0,0.97,YES,0,0,0
FRA_10461,CLM_668,IFR,1.21,1.17,3.67,0,0.87,YES,0,0,0
FRA_10462,CLM_138,CFR,1.6,1.63,1.9,0,0.87,YES,0,0,0
FRA_10463,CLM_208,IFR,1.35,1.29,9.86,0,0.91,YES,0,0,0
FRA_10464,CLM_141,CFR,1.25,1.3,5.54,0,0.91,YES,0,0,0
FRA_10465,CLM_285,IFR,1.99,4.97,60.17,4,0.66,YES,2,3,1
FRA_10466,CLM_497,IFR,3.68,3.69,7.41,0,0.94,YES,0,0,0
FRA_10467,CLM_322,IFR,2.27,2.34,7.2,0,0.92,YES,0,0,0
FRA_10468,CLM_232,IFR,1.16,1.14,0.18,0,0.93,YES,0,0,0
FRA_10469,CLM_262,CFR,0.77,0.78,8.36,0,0.87,YES,0,1,0
FRA_10470,CLM_314,CFR,2.94,7.34,46.43,3,0.64,NO,2,3,1
FRA_10471,CLM_334,IFR,1.84,1.77,3.03,0,0.9,YES,0,1,0
FRA_10472,CLM_687,IFR,3.38,3.23,5.49,0,0.95,YES,0,0,0
FRA_10473,CLM_108,IFR,2.81,2.77,8.44,0,0.97,YES,0,0,0
FRA_10474,CLM_173,CFR,3.29,3.37,7.14,0,0.94,YES,0,1,0
FRA_10475,CLM_591,IFR,1.45,1.44,9.67,0,0.87,YES,0,0,0
FRA_10476,CLM_352,IFR,2.92,3.06,3.2,0,0.98,YES,0,0,0
FRA_10477,CLM_329,IFR,1.42,1.36,7.25,0,0.97,YES,0,0,0
FRA_10478,CLM_618,IFR,3.79,3.78,7.78,0,0.92,YES,0,0,0
FRA_10479,CLM_273,IFR,2.73,2.69,5.26,0,0.9,YES,0,0,0
FRA_10480,CLM_267,IFR,1.64,1.66,2.69,0,0.99,YES,0,0,0
FRA_10481,CLM_269,CFR,1.44,1.45,6.48,0,0.94,YES,0,0,0
FRA_10482,CLM_492,IFR,1.17,1.17,3.59,0,0.88,YES,0,1,0
FRA_10483,CLM_293,IFR,2.93,2.9,4.67,0,0.86,YES,0,0,0
FRA_10484,CLM_616,CFR,1.27,1.27,5.09,0,0.96,YES,0,0,0
FRA_10485,CLM_128,IFR,2.58,2.5,4.61,0,0.89,YES,0,0,0
FRA_10486,CLM_264,CFR,1.43,1.45,8.25,0,0.86,YES,0,0,0
FRA_10487,CLM_521,IFR,2.82,2.95,5.96,0,0.85,YES,0,0,0
FRA_10488,CLM_438,IFR,3.35,3.2,5.69,1,1.0,YES,0,0,0
FRA_10489,CLM_595,CFR,3.22,3.21,9.45,0,0.86,YES,0,0,0
FRA_10490,CLM_464,IFR,3.16,3.08,4.7,0,0.94,YES,0,0,0
FRA_10491,CLM_441,IFR,1.16,1.12,5.04,0,0.95,YES,0,0,0
FRA_10492,CLM_599,IFR,0.81,0.84,9.12,0,0.86,YES,0,0,0
FRA_10493,CLM_610,IFR,2.95,3.04,9.68,0,0.94,YES,0,0,0
FRA_10494,CLM_426,IFR,1.79,1.7,2.47,0,0.94,YES,0,0,0
FRA_10495,CLM_316,IFR,2.01,2.06,2.8,0,0.86,YES,0,0,0
FRA_10496,CLM_400,CFR,0.61,1.52,73.03,2,0.7,NO,2,5,1
FRA_10497,CLM_231,IFR,1.41,1.38,4.41,0,0.95,YES,0,1,0
FRA_10498,CLM_169,IFR,0.62,0.6,8.73,0,0.98,YES,0,0,0
FRA_10499,CLM_351,IFR,3.58,3.51,5.12,1,0.86,YES,0,0,0
FRA_10500,CLM_514,CFR,1.35,1.4,3.96,0,0.91,YES,0,0,0
FRA_10501,CLM_544,IFR,2.45,2.55,7.62,0,1.0,YES,0,0,0
FRA_10502,CLM_281,CFR,0.64,0.61,2.62,0,0.87,YES,0,1,0
FRA_10503,CLM_266,IFR,2.83,2.91,2.68,0,0.96,YES,0,1,0
FRA_10504,CLM_190,IFR,1.63,1.69,5.15,0,0.93,YES,0,0,0
FRA_10505,CLM_630,IFR,3.64,3.5,1.26,0,0.89,YES,0,0,0
FRA_10506,CLM_138,IFR,3.61,3.69,0.32,0,0.93,YES,0,1,0
FRA_10507,CLM_225,IFR,1.64,1.64,0.64,0,0.98,YES,0,1,0
FRA_10508,CLM_550,IFR,3.65,1.46,36.97,4,0.66,NO,1,2,1
FRA_10509,CLM_272,CFR,3.99,3.95,0.41,0,0.89,YES,0,0,0
FRA_10510,CLM_319,IFR,3.39,3.54,2.68,0,0.86,YES,0,0,0
FRA_10511,CLM_157,IFR,3.46,3.31,9.34,0,0.95,YES,0,0,0
FRA_10512,CLM_575,IFR,1.37,1.39,9.69,0,0.99,YES,0,0,0
FRA_10513,CLM_555,IFR,2.52,2.42,5.28,0,0.94,YES,0,0,0
FRA_10514,CLM_460,IFR,0.74,0.74,0.1,0,0.92,YES,0,1,0
FRA_10515,CLM_100,IFR,0.83,0.82,4.24,0,0.94,YES,0,0,0
FRA_10516,CLM_486,IFR,4.0,3.96,2.18,1,0.87,YES,0,0,0
FRA_10517,CLM_447,IFR,1.64,1.57,2.22,0,0.88,YES,0,0,0
FRA_10518,CLM_289,IFR,3.12,3.11,0.1,0,0.97,YES,0,0,0
FRA_10519,CLM_604,IFR,3.32,3.46,8.55,0,0.86,YES,0,0,0
FRA_10520,CLM_290,CFR,3.5,3.62,7.99,0,0.88,YES,0,0,0
FRA_10521,CLM_607,CFR,3.99,4.08,9.81,0,0.88,YES,0,0,0
FRA_10522,CLM_468,IFR,1.35,2.42,92.59,4,0.33,YES,3,5,1
FRA_10523,CLM_508,CFR,0.64,0.63,8.42,0,0.99,YES,0,1,0
FRA_10524,CLM_216,IFR,1.94,1.84,0.75,0,0.95,YES,0,1,0
FRA_10525,CLM_233,IFR,0.96,0.95,6.07,0,0.97,YES,0,1,0
FRA_10526,CLM_157,IFR,0.58,0.57,4.95,0,0.93,YES,0,0,0
FRA_10527,CLM_655,IFR,1.76,1.7,4.42,0,0.93,YES,0,0,0
FRA_10528,CLM_272,IFR,3.24,3.08,7.61,0,0.9,YES,0,0,0
FRA_10529,CLM_248,CFR,2.48,0.99,51.99,3,0.4,NO,1,3,1
FRA_10530,CLM_179,IFR,1.59,1.61,1.55,0,0.95,YES,0,0,0
FRA_10531,CLM_312,IFR,2.79,2.76,4.2,0,0.85,YES,0,0,0
FRA_10532,CLM_302,IFR,1.31,1.36,0.78,0,0.99,YES,0,0,0
FRA_10533,CLM_328,CFR,0.55,0.54,5.69,0,0.99,YES,0,0,0
FRA_10534,CLM_326,IFR,3.18,3.04,6.69,0,0.92,YES,0,0,0
FRA_10535,CLM_631,IFR,2.68,2.6,7.91,0,0.9,YES,0,0,0
FRA_10536,CLM_540,IFR,3.17,3.28,7.49,0,0.87,YES,0,0,0
FRA_10537,CLM_501,IFR,0.64,0.66,5.82,0,0.94,YES,0,0,0
FRA_10538,CLM_146,CFR,3.43,3.54,5.23,0,0.87,YES,0,0,0
FRA_10539,CLM_332,CFR,2.67,6.67,46.72,4,0.61,NO,2,2,1
FRA_10540,CLM_404,IFR,2.47,2.37,7.28,0,0.91,YES,0,0,0
FRA_10541,CLM_625,CFR,2.69,6.72,53.34,3,0.46,NO,2,2,1
FRA_10542,CLM_242,IFR,3.53,3.64,1.72,0,0.95,YES,0,0,0
FRA_10543,CLM_514,CFR,2.55,6.39,61.29,4,0.57,NO,2,2,1
FRA_10544,CLM_612,IFR,2.53,2.64,5.87,0,0.92,YES,0,0,0
FRA_10545,CLM_472,IFR,3.97,4.08,4.95,0,0.89,YES,0,0,0
FRA_10546,CLM_665,IFR,3.15,5.67,46.37,2,0.64,NO,2,3,1
FRA_10547,CLM_358,IFR,2.05,2.01,1.78,0,0.91,YES,0,0,0
FRA_10548,CLM_570,IFR,2.98,5.36,38.93,2,0.42,NO,1,5,1
FRA_10549,CLM_111,IFR,1.86,1.83,7.46,0,0.96,YES,0,0,0
FRA_10550,CLM_429,IFR,1.3,1.33,1.52,0,0.9,YES,0,0,0
FRA_10551,CLM_457,IFR,2.59,2.52,0.63,0,0.98,YES,0,0,0
FRA_10552,CLM_507,IFR,3.75,3.66,5.55,0,0.95,YES,0,0,0
FRA_10553,CLM_472,IFR,3.75,3.89,3.09,0,0.85,YES,0,0,0
FRA_10554,CLM_107,CFR,1.7,1.67,5.43,0,0.97,YES,0,0,0
FRA_10555,CLM_221,IFR,2.35,2.39,8.03,0,0.96,YES,0,0,0
FRA_10556,CLM_447,IFR,1.24,1.22,8.09,0,0.94,YES,0,0,0
FRA_10557,CLM_189,IFR,3.98,3.94,3.03,0,0.97,YES,0,1,0
FRA_10558,CLM_415,CFR,3.93,3.95,6.61,1,0.86,YES,0,0,0
FRA_10559,CLM_277,IFR,2.77,2.83,8.24,0,0.91,YES,0,0,0
FRA_10560,CLM_639,IFR,3.32,3.29,2.31,0,0.97,YES,0,0,0
FRA_10561,CLM_140,CFR,3.0,3.1,4.28,0,0.86,YES,0,0,0
FRA_10562,CLM_601,CFR,2.58,2.47,9.62,0,0.92,YES,0,0,0
FRA_10563,CLM_244,IFR,0.69,0.72,3.45,0,0.93,YES,0,1,0
FRA_10564,CLM_300,IFR,2.09,1.99,2.38,1,0.88,YES,0,0,0
FRA_10565,CLM_560,IFR,2.86,7.15,86.71,2,0.59,YES,1,5,1
FRA_10566,CLM_657,CFR,2.87,3.01,4.08,0,0.93,YES,0,0,0
FRA_10567,CLM_646,IFR,1.81,1.73,0.01,0,0.98,YES,0,0,0
FRA_10568,CLM_352,IFR,3.8,3.99,2.87,0,0.87,YES,0,0,0
FRA_10569,CLM_489,CFR,1.09,1.06,7.93,1,1.0,YES,0,0,0
FRA_10570,CLM_693,IFR,2.25,2.34,3.28,0,0.98,YES,0,0,0
FRA_10571,CLM_355,IFR,2.92,2.82,4.3,0,0.96,YES,0,0,0
FRA_10572,CLM_549,IFR,2.94,3.08,0.55,0,0.92,YES,0,0,0
FRA_10573,CLM_109,IFR,2.77,2.72,7.29,0,0.99,YES,0,0,0
FRA_10574,CLM_341,IFR,1.46,0.59,68.03,2,0.43,NO,1,2,1
FRA_10575,CLM_350,IFR,1.05,0.42,63.04,2,0.4,YES,1,5,1
FRA_10576,CLM_104,IFR,2.73,2.63,0.99,0,0.94,YES,0,0,0
FRA_10577,CLM_218,IFR,2.6,2.61,7.88,0,0.99,YES,0,0,0
FRA_10578,CLM_473,CFR,1.13,1.14,1.8,0,0.86,YES,0,0,0
FRA_10579,CLM_164,IFR,2.97,3.06,5.09,0,0.93,YES,0,1,0
FRA_10580,CLM_245,CFR,2.09,2.11,8.09,0,0.99,YES,0,0,0
FRA_10581,CLM_323,IFR,2.84,2.91,2.34,0,0.93,YES,0,0,0
FRA_10582,CLM_338,CFR,3.43,3.59,2.9,0,0.91,YES,0,0,0
FRA_10583,CLM_276,CFR,1.09,1.14,3.63,0,0.87,YES,0,0,0
FRA_10584,CLM_381,IFR,0.57,0.56,5.86,0,0.96,YES,0,0,0
FRA_10585,CLM_162,IFR,3.23,5.81,89.57,4,0.63,NO,1,2,1
FRA_10586,CLM_316,CFR,2.63,4.74,39.3,3,0.47,NO,3,2,1
FRA_10587,CLM_560,IFR,2.95,2.98,1.07,0,0.96,YES,0,1,0
FRA_10588,CLM_204,IFR,3.43,3.48,3.7,0,0.98,YES,0,0,0
FRA_10589,CLM_198,IFR,3.31,3.22,2.01,0,0.9,YES,0,0,0
FRA_10590,CLM_610,CFR,3.86,3.73,2.64,0,0.96,YES,0,0,0
FRA_10591,CLM_484,CFR,2.38,2.34,2.85,0,0.88,YES,0,0,0
FRA_10592,CLM_504,CFR,2.21,2.25,0.3,0,0.86,YES,0,0,0
FRA_10593,CLM_617,IFR,1.91,1.97,0.05,1,0.87,YES,0,0,0
FRA_10594,CLM_575,CFR,1.04,1.04,6.59,0,0.92,YES,0,0,0
FRA_10595,CLM_536,IFR,2.5,2.57,4.83,0,0.87,YES,0,0,0
FRA_10596,CLM_122,IFR,1.47,2.65,60.31,4,0.57,YES,3,5,1
FRA_10597,CLM_664,IFR,3.72,3.64,0.52,0,0.97,YES,0,1,0
FRA_10598,CLM_557,IFR,2.54,2.54,4.16,1,0.88,YES,0,0,0
FRA_10599,CLM_182,IFR,2.57,6.44,57.78,4,0.51,NO,2,5,1
FRA_10600,CLM_244,IFR,1.74,1.69,5.66,0,0.86,YES,0,0,0
FRA_10601,CLM_184,IFR,0.68,0.69,6.98,0,0.9,YES,0,0,0
FRA_10602,CLM_177,IFR,0.61,0.61,1.29,1,0.92,YES,0,0,0
FRA_10603,CLM_556,IFR,1.98,2.03,4.98,0,0.97,YES,0,1,0
FRA_10604,CLM_100,IFR,0.8,0.81,0.47,0,0.96,YES,0,0,0
FRA_10605,CLM_150,IFR,2.62,2.55,8.82,0,0.96,YES,0,0,0
FRA_10606,CLM_545,IFR,3.58,3.56,0.07,0,0.9,YES,0,0,0
FRA_10607,CLM_548,IFR,3.59,3.65,7.03,1,0.93,YES,0,0,0
FRA_10608,CLM_587,IFR,2.81,2.93,6.42,0,0.87,YES,0,0,0
FRA_10609,CLM_133,IFR,1.24,1.22,6.6,0,0.88,YES,0,0,0
FRA_10610,CLM_447,IFR,3.52,3.37,4.13,0,0.92,YES,0,0,0
FRA_10611,CLM_194,IFR,3.6,3.72,7.71,0,0.88,YES,0,0,0
FRA_10612,CLM_171,IFR,1.19,0.48,85.1,3,0.49,YES,1,2,1
FRA_10613,CLM_650,CFR,3.08,3.17,3.69,0,0.97,YES,0,0,0
FRA_10614,CLM_253,IFR,1.5,1.53,1.6,0,0.91,YES,0,0,0
FRA_10615,CLM_349,IFR,3.31,3.38,8.21,0,0.95,YES,0,0,0
FRA_10616,CLM_537,IFR,3.99,3.94,6.9,0,0.9,YES,0,0,0
FRA_10617,CLM_217,IFR,0.61,1.51,49.47,2,0.4,YES,3,3,1
FRA_10618,CLM_405,IFR,3.64,3.53,5.04,0,0.89,YES,0,0,0
FRA_10619,CLM_367,IFR,2.68,2.64,7.48,0,0.97,YES,0,1,0
FRA_10620,CLM_153,IFR,3.91,4.02,6.04,0,0.86,YES,0,1,0
FRA_10621,CLM_335,IFR,2.13,2.1,1.52,0,0.89,YES,0,0,0
FRA_10622,CLM_488,IFR,3.47,3.5,4.46,0,0.89,YES,0,0,0
FRA_10623,CLM_500,CFR,0.72,0.29,86.78,2,0.61,NO,1,3,1
FRA_10624,CLM_402,CFR,1.67,1.75,0.78,0,0.97,YES,0,0,0
FRA_10625,CLM_306,IFR,0.73,0.29,64.22,2,0.51,YES,3,2,1
FRA_10626,CLM_328,CFR,3.91,3.91,1.2,0,0.89,YES,0,1,0
FRA_10627,CLM_677,IFR,3.36,3.5,9.43,0,0.95,YES,0,0,0
FRA_10628,CLM_174,IFR,3.48,3.36,6.01,0,0.92,YES,0,0,0
FRA_10629,CLM_534,IFR,3.78,9.46,66.3,4,0.55,NO,2,2,1
